12.2151174743  1.07938245742e-32
14.8973299117  2.84051132079e-32
19.7964038087  7.4751118179e-32
24.8607267759  1.34264774045e-31
34.0102868637  2.7390422805e-31
53.6880270333  5.17678384579e-31
80.0676109157  7.98093387404e-31
133.901243565  1.13991386976e-30
258.359331398  1.62813481603e-30
722.863429538  2.6411979278e-30
2543.22617807  3.67756892891e-30
20504.2749251  5.96583731198e-30
261276.807313  9.19740026018e-30
22621326.5651  1.69460284226e-29
198784241.61  2.30021987844e-29
1649908995.55  2.89264686852e-29
28804511890.5  3.92642078859e-29
169624999348  4.81353855769e-29
916835384466  5.60809246896e-29
